섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
Industrials,Cargo Ground Transportation,ODFL,Old Dominion,s&p500,2026-06-03,236.06,245.52,9.46,4.01,"2,325,000",570.83,N/A
Industrials,Construction Machinery & Heavy Transportation Equipment,CAT,Caterpillar Inc.,s&p500,2026-05-06,926.93,940.48,14.30,1.54,"3,075,200","2,892.16",N/A
Industrials,Industrial Machinery & Supplies & Components,GWW,W. W. Grainger,s&p500,2026-06-03,"1,284.22","1,289.37",5.15,0.4,"217,100",279.92,N/A
Industrials,Trading Companies & Distributors,URI,United Rentals,s&p500,2026-06-03,"1,056.58","1,084.62",28.04,2.65,"581,400",630.60,N/A
Information Technology,Communications Equipment,CSCO,Cisco,s&p500,2026-06-02,128.00,130.00,3.50,2.77,"23,321,400","3,031.78",N/A
Information Technology,Semiconductor Materials & Equipment,AMAT,Applied Materials,s&p500,2026-06-03,500.77,501.70,0.93,0.19,"6,722,000","3,372.43",N/A
Information Technology,Semiconductor Materials & Equipment,KLAC,KLA Corporation,s&p500,2026-06-03,"2,125.11","2,131.10",5.99,0.28,"824,200","1,756.45",N/A
Information Technology,Systems Software,FTNT,Fortinet,s&p500,2026-06-02,148.86,149.67,3.19,2.18,"5,389,300",806.62,N/A
Materials,Paper & Plastic Packaging Products & Materials,SW,Smurfit Westrock,s&p500,2026-06-02,42.24,42.28,0.16,0.38,"2,923,773",123.62,N/A
Materials,Steel,NUE,Nucor,s&p500,2026-06-02,258.46,262.28,4.55,1.77,"1,216,800",319.14,N/A
Materials,Steel,STLD,Steel Dynamics,s&p500,2026-06-03,275.13,276.85,1.72,0.63,"890,000",246.40,N/A
Real Estate,Hotel & Resort REITs,HST,Host Hotels & Resorts,s&p500,2026-06-03,23.85,24.45,0.60,2.52,"7,828,100",191.40,N/A
Real Estate,Multi-Family Residential REITs,AVB,AvalonBay Communities,s&p500,2026-05-11,187.27,189.19,6.00,3.28,"1,693,400",320.37,N/A
Real Estate,Multi-Family Residential REITs,CPT,Camden Property Trust,s&p500,2026-06-03,108.89,112.01,3.12,2.87,"1,345,700",150.73,N/A
Real Estate,Multi-Family Residential REITs,EQR,Equity Residential,s&p500,2026-05-27,66.63,67.90,1.76,2.66,"2,840,700",192.88,N/A
Real Estate,Multi-Family Residential REITs,ESS,Essex Property Trust,s&p500,2026-06-03,277.79,284.61,6.82,2.46,"633,000",180.16,N/A
Real Estate,Multi-Family Residential REITs,MAA,Mid-America Apartment Communities,s&p500,2026-06-03,132.54,136.87,4.33,3.27,"1,430,600",195.81,N/A
Real Estate,Multi-Family Residential REITs,UDR,"UDR, Inc.",s&p500,2026-05-26,38.03,38.90,1.29,3.43,"5,078,900",197.57,N/A
Real Estate,Office REITs,ARE,Alexandria Real Estate Equities,s&p500,2026-06-02,52.74,53.12,1.85,3.61,"1,977,400",105.04,N/A
Real Estate,Office REITs,BXP,"BXP, Inc.",s&p500,2026-06-02,61.21,62.05,1.15,1.89,"1,327,000",82.34,N/A
Real Estate,Single-Family Residential REITs,INVH,Invitation Homes,s&p500,2026-05-27,29.41,29.48,0.50,1.73,"2,642,848",77.91,N/A
Real Estate,Telecom Tower REITs,AMT,American Tower,s&p500,2026-06-01,187.53,193.91,11.67,6.4,"4,071,300",789.47,N/A
Real Estate,Telecom Tower REITs,CCI,Crown Castle,s&p500,2026-05-20,92.64,93.79,5.17,5.83,"6,458,700",605.76,N/A
Utilities,Independent Power Producers & Energy Traders,AES,AES Corporation,s&p500,2026-05-20,14.73,14.73,0.02,0.14,"5,940,800",87.51,N/A
