섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,CLMB,Climb Global Solutions Inc,nasdaq,2026-07-28,28.18,28.81,27.52,28.41,+70.32%,+11.63%,0.23,0.82,"123,300",3.50,N/A
IT 서비스 및 컨설팅,57201010,JKHY,Jack Henry & Associates Inc,nasdaq,2026-07-28,157.43,162.96,157.75,161.15,+4.81%,+10.26%,3.72,2.36,"947,700",152.72,N/A
IT 서비스 및 컨설팅,57201010,KARO,Karooooo Ltd,nasdaq,2026-07-21,64.12,65.97,62.50,64.46,+31.67%,+3.19%,0.50,0.78,"173,200",11.16,N/A
IT 서비스 및 컨설팅,57201010,MANH,Manhattan Associates Inc,nasdaq,2026-07-28,168.17,215.00,190.83,204.02,+47.96%,+36.83%,35.85,21.32,"2,870,300",585.60,N/A
IT 서비스 및 컨설팅,57201010,NSIT,Insight Enterprises Inc,nasdaq,2026-07-28,124.80,130.52,123.98,127.42,+74.79%,+8.10%,2.62,2.1,"538,300",68.59,N/A
IT 서비스 및 컨설팅,57201010,NTNX,Nutanix Inc,nasdaq,2026-07-28,59.05,60.47,58.83,59.57,+45.68%,+11.64%,0.52,0.88,"2,717,200",161.86,N/A
IT 서비스 및 컨설팅,57201010,PLUS,ePlus inc,nasdaq,2026-07-28,92.60,95.64,91.33,93.11,+10.30%,+6.28%,0.51,0.55,"324,300",30.20,N/A
IT 서비스 및 컨설팅,57201010,RMNI,Rimini Street Inc,nasdaq,2026-07-28,4.89,5.06,4.88,4.94,+44.87%,+13.56%,0.05,1.02,"446,600",2.21,N/A
IT 서비스 및 컨설팅,57201010,SSNC,SS&C Technologies Holdings Inc,nasdaq,2026-07-28,77.90,80.00,77.60,78.31,+13.00%,+16.85%,0.41,0.53,"1,957,900",153.32,N/A
IT 서비스 및 컨설팅,57201010,VRSK,Verisk Analytics Inc,nasdaq,2026-07-28,212.26,226.08,212.01,213.15,+15.85%,+10.85%,0.89,0.42,"3,401,700",725.07,N/A
가정용 전자 제품,57106030,SONO,Sonos Inc,nasdaq,2026-07-28,16.80,17.60,16.62,17.52,+18.14%,+19.51%,0.72,4.29,"3,876,100",67.91,N/A
개인 생활 필수 용품,54201020,CABR,Caring Brands Inc,nasdaq,2026-07-28,1.51,1.62,1.55,1.56,+38.05%,+18.18%,0.05,3.31,"40,500",0.06,N/A
경영 지원 서비스,52203040,CASS,Cass Information Systems Inc,nasdaq,2026-07-28,55.96,56.69,55.26,56.01,+19.25%,+6.65%,0.05,0.09,"61,500",3.44,N/A
경영 지원 서비스,52203040,CRAI,CRA International Inc,nasdaq,2026-07-28,179.98,194.39,179.93,190.04,+21.15%,+12.78%,10.06,5.59,"147,900",28.11,N/A
경영 지원 서비스,52203040,CTAS,Cintas Corp,nasdaq,2026-07-28,214.90,219.17,213.54,216.53,+24.27%,+7.53%,1.63,0.76,"2,755,100",596.56,N/A
경영 지원 서비스,52203040,EEFT,Euronet Worldwide Inc,nasdaq,2026-07-28,82.74,83.97,82.00,83.67,+15.60%,+7.10%,0.93,1.12,"819,100",68.53,N/A
경영 지원 서비스,52203040,EUDA,EUDA Health Holdings Ltd,nasdaq,2026-07-28,19.90,20.95,19.36,20.35,+40.06%,+45.36%,0.45,2.26,"5,600",0.11,N/A
경영 지원 서비스,52203040,EXLS,Exlservice Holdings Inc,nasdaq,2026-05-01,31.74,36.20,31.05,35.99,+12.89%,+34.14%,5.46,17.88,"7,659,900",275.68,N/A
경영 지원 서비스,52203040,EXPO,Exponent Inc,nasdaq,2026-05-05,65.60,67.19,64.85,65.85,-1.04%,+8.45%,0.85,1.31,"672,000",44.25,N/A
경영 지원 서비스,52203040,HURN,Huron Consulting Group Inc,nasdaq,2026-05-05,132.22,172.90,130.74,170.37,+30.38%,+52.74%,49.00,40.37,"1,446,300",246.41,N/A
경영 지원 서비스,52203040,PAYS,Paysign Inc,nasdaq,2026-07-13,9.12,9.49,9.01,9.25,+41.01%,+3.24%,0.13,1.43,"729,600",6.75,N/A
경영 지원 서비스,52203040,PYPL,Paypal Holdings Inc,nasdaq,2026-07-28,58.32,59.47,58.00,58.35,+16.76%,+5.12%,0.03,0.05,"18,759,500","1,094.62",N/A
고용 서비스,52203030,BZ,Kanzhun Ltd ADR,nasdaq,2026-07-28,15.82,16.47,16.06,16.10,+19.08%,+4.55%,0.28,1.77,"3,166,400",50.98,N/A
고용 서비스,52203030,PAYX,Paychex Inc,nasdaq,2026-07-28,118.87,124.74,118.87,122.13,+33.54%,+10.29%,3.26,2.74,"4,863,200",593.94,N/A
광고 및 마케팅,53302010,CNET,ZW Data Action Technologies Inc,nasdaq,2026-07-28,1.41,1.54,1.18,1.54,+108.11%,+60.42%,0.13,9.22,"221,000",0.34,N/A
광고 및 마케팅,53302010,NCMI,National Cinemedia Inc,nasdaq,2026-07-20,4.01,4.05,3.94,4.03,+20.08%,+5.50%,0.07,1.77,"189,500",0.76,N/A
광고 및 마케팅,53302010,NEXN,Nexxen International Ltd,nasdaq,2026-07-28,10.46,10.70,10.32,10.56,+43.87%,+8.75%,0.10,0.96,"772,600",8.16,N/A
광고 및 마케팅,53302010,STGW,Stagwell Inc,nasdaq,2026-07-28,7.97,8.27,7.94,8.08,+28.87%,+14.45%,0.11,1.38,"2,246,900",18.15,N/A
기업 금융 서비스,55101050,SWKHL,SWK Holdings 9 00 Senior Notes due 2027,nasdaq,2026-07-27,25.31,25.35,25.31,25.35,+2.36%,+0.40%,0.05,0.2,"1,500",0.04,N/A
기타 교육 서비스 제공,63101010,STRA,Strategic Education Inc,nasdaq,2026-07-13,85.72,87.86,78.29,87.62,+12.62%,+18.50%,6.23,7.65,"724,600",63.49,N/A
